data,preco_tecnico,preco_hibrido_base,preco_hibrido_bear,preco_hibrido_bull,ancora_dcf_base,ancora_dcf_bear,ancora_dcf_bull,intervalo_lo,intervalo_hi,previsao_media,previsao_std
2026-09-04,69.32158813476562,73.82846712133747,66.8144774235393,83.09113948158014,79.39329078256773,71.85062133085049,89.35413744232265,70.38868921403073,77.2682450286442,73.82846712133747,1.7549887282177241
2026-09-07,69.2972198486328,73.87600157308705,66.80096031745518,83.22796053513477,79.44291556668999,71.8347357365194,89.4995898639595,70.43183039776832,77.32017274840578,73.87600157308705,1.7572301914891495
2026-09-08,69.271923828125,73.9236246647963,66.78749837856911,83.36507233054256,79.49257136878839,71.81885365436544,89.6452790559079,70.47628753844626,77.37096179114633,73.9236246647963,1.7588454726275686
2026-09-09,69.24561920166016,73.97130394512492,66.77406216162925,83.50243878063469,79.54225820825073,71.80297508361205,89.79120540358723,70.52208458336357,77.42052330688627,73.97130394512492,1.7598057968170135
2026-09-10,69.21827239990235,74.01903399104673,66.76064669863091,83.64005419376335,79.59197610447688,71.78710002348294,89.93736929304423,70.56923354974865,77.4688344323448,74.01903399104673,1.760102265968411
2026-09-11,69.18993682861328,74.06685693832435,66.74728989711078,83.7779666487514,79.64172507687893,71.77122847320187,90.08377111095407,70.61771980843375,77.51599406821495,74.06685693832435,1.7597638417809216
2026-09-14,69.16090393066406,74.11494218680039,66.73414412667533,83.9163685104008,79.69150514488099,71.7553604319929,90.23041124462137,70.66747602327285,77.56240835032793,74.11494218680039,1.7589113079222103
2026-09-15,69.13164672851562,74.16355180000751,66.72144460643969,84.05555793656416,79.7413163279194,71.73949589908018,90.37729008198122,70.71839779107053,77.60870580894449,74.16355180000751,1.7577316372127463
2026-09-16,69.1025375366211,74.2128872913836,66.70937133099747,84.1957655827049,79.79115864544264,71.72363487368806,90.52440801160016,70.77040058596701,77.65537399680018,74.2128872913836,1.7563707680696878
2026-09-17,69.07371826171875,74.26302343034408,66.69798985135317,84.33707908729176,79.84103211691126,71.70777735504103,90.67176542267728,70.82346727538207,77.70257958530608,74.26302343034408,1.7548755892663286
2026-09-18,69.04516143798828,74.31394409776354,66.68728393322777,84.47948311308973,79.89093676179809,71.69192334236382,90.81936270504522,70.87760099283582,77.75028720269125,74.31394409776354,1.7532362780243442
2026-09-21,69.01678009033203,74.3656027228723,66.67721009092294,84.62292760332832,79.94087259958805,71.67607283488125,90.96720024917117,70.93281914374523,77.79838630199936,74.3656027228723,1.7514201934321736
2026-09-22,68.98849792480469,74.41795959590414,66.66773112939075,84.76737010966643,79.99083964977827,71.66022583181838,91.11527844615793,70.9891390947698,77.84678009703848,74.41795959590414,1.7493982148644602
2026-09-23,68.96025238037109,74.47098313665668,66.6588172534288,84.91277727725812,80.04083793187809,71.6443823324004,91.26359768774499,71.04656997773432,77.89539629557905,74.47098313665668,1.7471495708787537
2026-09-24,68.93201904296875,74.52466213151556,66.65045698072736,85.05913885754936,80.09086746540898,71.62854233585266,91.41215836630946,71.10511540884157,77.94420885418954,74.52466213151556,1.7446666952418293
2026-09-25,68.90379180908204,74.57899492681543,66.64264740800343,85.20645547782337,80.14092826990466,71.61270584140073,91.56096087486722,71.16477087483247,77.99321897879838,74.57899492681543,1.7419510469300805
2026-09-28,68.8756202697754,74.63400792514469,66.63541068884501,85.35475984900202,80.19102036491107,71.59687284827032,91.71000560707387,71.22552698970283,78.04248886058654,74.63400792514469,1.739020885429517
2026-09-29,68.8475715637207,74.68973550357087,66.6287760133561,85.50409393698746,80.24114376998634,71.5810433556873,91.85929295722583,71.28737074065846,78.09210026648329,74.68973550357087,1.7359003892410265
2026-09-30,68.81971588134766,74.74621251290546,66.62277289269088,85.65450041334158,80.29129850470082,71.56521736287776,92.00882332026138,71.35028682501765,78.14213820079327,74.74621251290546,1.7326151468815332
2026-10-01,68.79211730957032,74.80346982295187,66.61742719023337,85.80601754842574,80.34148458863709,71.5493948690679,92.15859709176165,71.41426564858827,78.19267399731547,74.80346982295187,1.7291858032467324
2026-10-02,68.76483764648438,74.86153621103414,66.61276281724308,85.9586813574047,80.39170204139002,71.53357587348412,92.30861466795173,71.47929691480707,78.2437755072612,74.86153621103414,1.7256322939933995
2026-10-05,68.73793334960938,74.92043698291907,66.6088005148363,86.11252400347891,80.44195088256667,71.51776037535302,92.45887644570168,71.54537384285594,78.2955001229822,74.92043698291907,1.7219709898281272
2026-10-06,68.71146926879882,74.98020058336633,66.60556373942372,86.26758138392248,80.4922311317864,71.5019483739013,92.6093828225276,71.6124871747327,78.34791399199995,74.98020058336633,1.7182211268538858
2026-10-07,68.68552322387696,75.04086057899693,66.60308041098749,86.42389543213343,80.54254280868078,71.48613986835589,92.76013419659272,71.68062295125586,78.401098206738,75.04086057899693,1.714406952929121
2026-10-08,68.66020126342774,75.1024626916933,66.60138913130535,86.58152225595204,80.5928859328937,71.47033485794388,92.91113096670828,71.74976784209784,78.45515754128877,75.1024626916933,1.710558596732382
2026-10-09,68.63559036254883,75.16504202147844,66.60051895675346,86.74050592346339,80.64326052408128,71.45453334189253,93.06237353233487,71.81990549885879,78.5101785440981,75.16504202147844,1.7067023074590046
2026-10-12,68.6117774963379,75.22863239736111,66.60049771676108,86.90088920381339,80.69366660191201,71.43873531942924,93.21386229358322,71.8910251027618,78.56623969196042,75.22863239736111,1.7028608645914864
2026-10-13,68.58881301879883,75.2932493990954,66.60133700052663,87.0626939280805,80.74410418606658,71.42294078978163,93.36559765121541,71.96311566959993,78.62338312859087,75.2932493990954,1.6990478211711615
